0.582233,0.916328,1.000000,0.887034,0.678008,1569996748963289
0.582359,0.916333,1.000000,0.887037,0.678062,1569996748971491
0.582536,0.916378,1.000000,0.887073,0.678151,1569996748980296
0.582536,0.916378,1.000000,0.887073,0.678151,1569996748980296
0.582519,0.916379,1.000000,0.887081,0.678291,1569996748988972
0.582424,0.916401,1.000000,0.887135,0.678475,1569996748997574
0.582231,0.916465,1.000000,0.887198,0.678745,1569996749006728
0.582231,0.916465,1.000000,0.887198,0.678745,1569996749006728
0.581870,0.916460,1.000000,0.887202,0.679023,1569996749014892
0.581490,0.916456,1.000000,0.887219,0.679573,1569996749023760
0.581117,0.916458,1.000000,0.887233,0.680078,1569996749032208
0.580629,0.916475,1.000000,0.887250,0.680542,1569996749041014
0.580171,0.916550,1.000000,0.887299,0.680971,1569996749050073
0.579545,0.916556,1.000000,0.887305,0.681115,1569996749058259
0.579005,0.916552,1.000000,0.887302,0.681378,1569996749066967
0.578685,0.916520,1.000000,0.887351,0.681641,1569996749076061
0.578391,0.916513,1.000000,0.887449,0.681912,1569996749084296
0.577934,0.916512,1.000000,0.887533,0.682113,1569996749093107
0.577678,0.916518,1.000000,0.887555,0.682243,1569996749101606
0.577539,0.916559,1.000000,0.887597,0.682326,1569996749110238
0.577472,0.916571,1.000000,0.887607,0.682352,1569996749119143
0.577363,0.916460,1.000000,0.887502,0.682273,1569996749127623
0.577363,0.916460,1.000000,0.887502,0.682273,1569996749127623
0.577148,0.916441,1.000000,0.887518,0.682261,1569996749136315
0.576952,0.916395,1.000000,0.887496,0.682270,1569996749145386
0.576644,0.916350,1.000000,0.887481,0.682314,1569996749153626
0.576321,0.916293,1.000000,0.887448,0.682394,1569996749162418
0.576029,0.916105,1.000000,0.887383,0.682397,1569996749171431
0.575832,0.915941,1.000000,0.887394,0.682394,1569996749179696
0.574506,0.914935,1.000000,0.886839,0.682103,1569996749214354
0.573592,0.914040,1.000000,0.886597,0.682388,1569996749240352
0.573059,0.913507,1.000000,0.886621,0.682509,1569996749258073
0.572229,0.912998,1.000000,0.886547,0.682655,1569996749283764
0.571854,0.912953,1.000000,0.886577,0.682859,1569996749292619
0.571179,0.912903,1.000000,0.886626,0.683507,1569996749309849
0.571179,0.912903,1.000000,0.886626,0.683507,1569996749309849
0.570968,0.912899,1.000000,0.886641,0.683857,1569996749318336
0.570776,0.912865,1.000000,0.886633,0.684233,1569996749327019
0.570611,0.912859,1.000000,0.886633,0.684485,1569996749335915
0.570343,0.912835,1.000000,0.886622,0.684776,1569996749344395
0.570025,0.912830,1.000000,0.886621,0.684900,1569996749353037
0.569581,0.912801,1.000000,0.886602,0.685060,1569996749362251
0.569099,0.912791,1.000000,0.886599,0.685105,1569996749370379
0.568519,0.912781,1.000000,0.886592,0.685154,1569996749379136
0.567735,0.912771,1.000000,0.886590,0.685246,1569996749388267
0.567032,0.912707,1.000000,0.886546,0.685292,1569996749396411
0.566515,0.912576,1.000000,0.886465,0.685343,1569996749405481
0.566515,0.912576,1.000000,0.886465,0.685343,1569996749405481
0.566218,0.912396,1.000000,0.886359,0.685408,1569996749413811
0.566085,0.912356,1.000000,0.886377,0.685556,1569996749422759
0.565842,0.912183,1.000000,0.886274,0.685754,1569996749448505
0.565695,0.912042,1.000000,0.886195,0.685936,1569996749465997
0.565609,0.912020,1.000000,0.886244,0.686238,1569996749483215
0.565560,0.912007,1.000000,0.886245,0.686282,1569996749492194
0.565666,0.912046,1.000000,0.886308,0.686402,1569996749526809
0.565794,0.912195,1.000000,0.886397,0.686520,1569996749535253
0.566149,0.912579,1.000000,0.886577,0.686788,1569996749561298
0.566185,0.912634,1.000000,0.886605,0.687229,1569996749596036
0.566207,0.912543,1.000000,0.886594,0.687757,1569996749613345
0.566692,0.912336,1.000000,0.886501,0.687940,1569996749639307
0.566898,0.912240,1.000000,0.886462,0.688265,1569996749656702
0.566873,0.912034,1.000000,0.886307,0.688344,1569996749673924
0.566842,0.911797,1.000000,0.886159,0.688237,1569996749691355
0.566811,0.911730,1.000000,0.886128,0.688198,1569996749708619
0.566828,0.911732,1.000000,0.886142,0.688145,1569996749726187
0.566841,0.911738,1.000000,0.886137,0.688032,1569996749743529
0.566831,0.911741,1.000000,0.886128,0.688014,1569996749761066
0.566763,0.911731,1.000000,0.886119,0.688019,1569996749786863
0.566693,0.911660,1.000000,0.886094,0.687977,1569996749804248
0.566347,0.911323,1.000000,0.885916,0.687743,1569996749821607
0.565899,0.910997,1.000000,0.885856,0.687522,1569996749838884
0.565286,0.910531,1.000000,0.885690,0.687240,1569996749865250
0.565051,0.910303,1.000000,0.885572,0.687116,1569996749874082
0.564677,0.910036,1.000000,0.885488,0.687016,1569996749890762
0.564083,0.909925,1.000000,0.885403,0.687009,1569996749917156
0.563796,0.909919,1.000000,0.885401,0.687021,1569996749925817
0.562587,0.909898,1.000000,0.885392,0.687040,1569996749943601
0.561947,0.909898,1.000000,0.885395,0.687046,1569996749951768
0.561126,0.909869,1.000000,0.885377,0.687093,1569996749969170
0.560794,0.909758,1.000000,0.885287,0.687051,1569996749987311
0.560701,0.909735,1.000000,0.885273,0.687058,1569996749994700
0.560448,0.909498,1.000000,0.885074,0.686968,1569996750020928
0.560476,0.909497,1.000000,0.885091,0.686998,1569996750038123
0.560969,0.909597,1.000000,0.885207,0.687358,1569996750072848
0.561017,0.909581,1.000000,0.885244,0.687483,1569996750090250
0.561086,0.909613,1.000000,0.885288,0.687613,1569996750116371
0.561142,0.909659,1.000000,0.885315,0.687677,1569996750133641
0.561278,0.909678,1.000000,0.885313,0.687718,1569996750150957
0.561605,0.909890,1.000000,0.885430,0.687920,1569996750185546
