0.750805,0.170361,0.152611,0.872742,1570439114759853
0.750805,0.170361,0.152611,0.872742,1570439114759853
0.747452,0.166291,0.153603,0.872835,1570439114777213
0.746580,0.159124,0.159322,0.873088,1570439114785965
0.746580,0.159124,0.159322,0.873088,1570439114785965
0.746033,0.145809,0.678734,0.309656,1570439114794630
0.744929,0.133204,0.881609,0.181546,1570439114803269
0.742955,0.123945,0.950655,0.170386,1570439114811921
0.740862,0.117612,0.966579,0.172511,1570439114820687
0.738676,0.113725,0.979988,0.172333,1570439114829324
0.738676,0.113725,0.979988,0.172333,1570439114829324
0.737429,0.110707,0.995056,0.171941,1570439114838014
0.736674,0.108260,1.007847,0.172054,1570439114846712
0.736107,0.106314,1.019037,0.172025,1570439114855248
0.735609,0.104715,1.028537,0.171751,1570439114863967
0.735088,0.103175,1.034009,0.171560,1570439114872702
0.734367,0.101936,1.040661,0.171133,1570439114881372
0.733848,0.100680,1.048910,0.170634,1570439114890006
0.733165,0.099519,1.061744,0.169630,1570439114898661
0.730089,0.098527,1.072736,0.167831,1570439114907319
0.725046,0.097393,1.080696,0.166511,1570439114916052
0.721098,0.096110,1.086728,0.165390,1570439114924724
0.717817,0.094655,1.091640,0.164435,1570439114933396
0.715697,0.093313,1.094963,0.163839,1570439114942052
0.713987,0.092175,1.098016,0.163424,1570439114950777
0.711616,0.091617,1.099997,0.163195,1570439114959416
0.711616,0.091617,1.099997,0.163195,1570439114959416
0.709523,0.091180,1.101393,0.163015,1570439114968051
0.707799,0.090764,1.102401,0.162694,1570439114976762
0.706225,0.090482,1.102844,0.162927,1570439114985377
0.705099,0.090115,1.103995,0.162976,1570439114994127
0.704055,0.089648,1.106218,0.163135,1570439115002787
0.704055,0.089648,1.106218,0.163135,1570439115002787
0.704055,0.089648,1.106218,0.163135,1570439115002787
0.704055,0.089648,1.106218,0.163135,1570439115002787
0.702785,0.088700,1.113112,0.162015,1570439115028787
0.702271,0.088441,1.116989,0.161236,1570439115037456
0.701473,0.088029,1.124127,0.159993,1570439115046033
0.700898,0.087804,1.130157,0.159099,1570439115054770
0.700430,0.087660,1.134108,0.158569,1570439115063509
0.700137,0.087342,1.135870,0.158310,1570439115072149
0.699929,0.087106,1.138364,0.157898,1570439115080812
0.699680,0.086889,1.141775,0.157400,1570439115089443
0.699308,0.086716,1.144569,0.157045,1570439115098097
0.698895,0.086584,1.147026,0.156753,1570439115106747
0.698560,0.086459,1.149142,0.156411,1570439115115501
0.698201,0.086352,1.150729,0.156188,1570439115124107
0.697915,0.086187,1.151920,0.156065,1570439115132835
0.697586,0.086063,1.152911,0.155971,1570439115141462
0.697185,0.085952,1.153123,0.155904,1570439115150206
0.696609,0.085932,1.153210,0.155891,1570439115158898
0.695872,0.085876,1.153147,0.155889,1570439115167535
0.694927,0.085836,1.153082,0.155891,1570439115176136
0.693996,0.085693,1.152562,0.155931,1570439115184831
0.693329,0.085620,1.152645,0.155950,1570439115193484
0.692281,0.085545,1.152640,0.155967,1570439115202219
0.691775,0.085355,1.152763,0.155905,1570439115210881
0.691380,0.085152,1.153178,0.155833,1570439115219543
0.690848,0.085099,1.153760,0.155824,1570439115228192
0.690507,0.084726,1.154009,0.155882,1570439115236893
0.690313,0.084389,1.154564,0.155907,1570439115245597
0.690156,0.084254,1.155454,0.155917,1570439115254224
0.689989,0.084248,1.156149,0.155940,1570439115262846
0.689716,0.084736,1.157672,0.155930,1570439115271588
0.689716,0.084736,1.157672,0.155930,1570439115271588
0.689865,0.085400,1.159792,0.155949,1570439115288929
0.689865,0.085400,1.159792,0.155949,1570439115288929
0.689804,0.085826,1.160584,0.155969,1570439115298950
0.690018,0.086249,1.161321,0.155984,1570439115306320
0.690558,0.087011,1.162639,0.155986,1570439115314882
0.691220,0.088484,1.164887,0.155956,1570439115323587
0.692155,0.089093,1.166196,0.155948,1570439115332212
0.693419,0.089158,1.167071,0.155953,1570439115340967
0.694482,0.089590,1.168254,0.155947,1570439115349619
0.695236,0.090939,1.170153,0.155918,1570439115358260
0.695970,0.091604,1.171283,0.155906,1570439115366996
0.696735,0.092391,1.172508,0.155891,1570439115375677
0.697680,0.092809,1.173502,0.155881,1570439115384225
0.698906,0.093486,1.174766,0.155862,1570439115392954
0.700414,0.093597,1.175715,0.155853,1570439115401674
0.703688,0.093335,1.177289,0.155842,1570439115418960
0.703688,0.093335,1.177289,0.155842,1570439115418960
0.705062,0.092843,1.177687,0.155849,1570439115429164
0.706047,0.092581,1.178318,0.155818,1570439115436331
0.707059,0.092167,1.178699,0.155792,1570439115444949
0.707879,0.091799,1.179163,0.155765,1570439115454392
0.708471,0.091513,1.179560,0.155735,1570439115462335
0.708915,0.091310,1.179919,0.155705,1570439115471020
0.709337,0.091101,1.180555,0.155624,1570439115479724
0.709739,0.091075,1.181372,0.155543,1570439115489683
0.710050,0.091109,1.183149,0.155342,1570439115497483
0.710279,0.091769,1.185573,0.155151,1570439115505739
0.710598,0.092372,1.187316,0.155065,1570439115514436
0.710708,0.093048,1.188943,0.154999,1570439115523260
0.710725,0.093906,1.190284,0.154978,1570439115532418
0.710938,0.094490,1.191565,0.154971,1570439115540904
0.711485,0.095136,1.192995,0.154948,1570439115549084
0.711903,0.094807,1.193868,0.154909,1570439115557738
0.712238,0.094439,1.194393,0.154905,1570439115566417
0.712337,0.094354,1.195274,0.154865,1570439115583760
0.712288,0.094421,1.195437,0.154859,1570439115592438
0.712288,0.094421,1.195437,0.154859,1570439115592438
0.712293,0.094430,1.195530,0.154856,1570439115601070
0.711961,0.094735,1.196018,0.154841,1570439115611026
0.711549,0.095062,1.196402,0.154817,1570439115618720
0.711121,0.095382,1.196589,0.154808,1570439115627126
0.710896,0.095516,1.196772,0.154800,1570439115635802
0.710682,0.095637,1.197043,0.154789,1570439115644445
0.710503,0.096030,1.197760,0.154745,1570439115653135
0.710441,0.096046,1.197951,0.154737,1570439115661855
0.710118,0.096669,1.198889,0.154710,1570439115671913
0.709819,0.098096,1.200612,0.154665,1570439115687875
0.710331,0.098986,1.201798,0.154632,1570439115696528
0.710688,0.102895,1.205079,0.154558,1570439115705105
0.712259,0.106131,1.208373,0.154472,1570439115713840
0.712259,0.106131,1.208373,0.154472,1570439115713840
0.714924,0.108104,1.211668,0.154391,1570439115722548
0.717542,0.106401,1.213097,0.154350,1570439115731894
0.721182,0.105287,1.214854,0.154305,1570439115740202
0.724437,0.106146,1.217902,0.154236,1570439115748520
0.727035,0.107835,1.221312,0.154157,1570439115757207
0.730410,0.107777,1.223643,0.154102,1570439115766080
0.734523,0.107938,1.226130,0.154062,1570439115774523
0.739362,0.108150,1.228633,0.154022,1570439115783268
0.743597,0.110411,1.232809,0.153970,1570439115791866
0.746226,0.112477,1.236197,0.153914,1570439115800568
